chr,start,end,gene_id,gene_type,gene_name
9,136223428,136228045,ENSG00000148291.5,protein_coding,SURF2
9,136228325,136242970,ENSG00000148248.7,protein_coding,SURF4
9,136243117,136271220,ENSG00000198870.6,protein_coding,C9orf96
9,136271186,136283164,ENSG00000148300.6,protein_coding,REXO4
9,136279478,136324508,ENSG00000160323.13,protein_coding,ADAMTS13
9,136325089,136335970,ENSG00000160325.9,protein_coding,CACFD1
9,136336217,136344259,ENSG00000160326.9,protein_coding,SLC2A6
9,136379708,136393734,ENSG00000187616.4,protein_coding,TMEM8C
9,136397286,136440641,ENSG00000197859.5,protein_coding,ADAMTSL2
9,136444079,136451319,ENSG00000196990.4,protein_coding,FAM163B
9,136501482,136524466,ENSG00000123454.5,protein_coding,DBH
9,136528682,136605077,ENSG00000123453.10,protein_coding,SARDH
9,136627016,136857726,ENSG00000160293.11,protein_coding,VAV2
9,136894789,136933657,ENSG00000169925.10,protein_coding,BRD3
9,137001210,137025093,ENSG00000196363.4,protein_coding,WDR5
9,137185777,137187243,ENSG00000223729.1,lincRNA,RP11-145E17.2
9,137208944,137332431,ENSG00000186350.8,protein_coding,RXRA
9,137397318,137413288,ENSG00000223795.1,lincRNA,RP11-473E2.2
9,137419028,137437090,ENSG00000228877.1,lincRNA,RP11-473E2.4
9,137444584,137445743,ENSG00000227150.1,lincRNA,RP11-473E2.3
9,137474325,137477036,ENSG00000234960.1,lincRNA,RP11-54A22.1
9,137533620,137736686,ENSG00000130635.10,protein_coding,COL5A1
9,137541273,137544656,ENSG00000204011.3,protein_coding,C9orf104
9,137772654,137779924,ENSG00000160339.11,protein_coding,FCN2
9,137797736,137809809,ENSG00000085265.5,protein_coding,FCN1
9,137828997,137835041,ENSG00000236403.1,lincRNA,RP11-447M12.2
9,137967268,138013025,ENSG00000130558.14,protein_coding,OLFM1
9,138096568,138129443,ENSG00000227958.1,lincRNA,RP11-399H11.3
9,138137542,138144554,ENSG00000233936.1,lincRNA,RP11-399H11.2
9,138235095,138238408,ENSG00000178243.2,protein_coding,C9orf62
9,138244530,138246066,ENSG00000235572.1,lincRNA,RP11-555H7.2
9,138356344,138356726,ENSG00000230200.1,lincRNA,RP11-426A6.8
9,138371648,138380739,ENSG00000196422.5,protein_coding,PPP1R26
9,138387027,138393580,ENSG00000160345.8,protein_coding,C9orf116
9,138391830,138396519,ENSG00000122140.6,protein_coding,MRPS2
9,138413284,138418378,ENSG00000160349.5,protein_coding,LCN1
9,138437985,138441815,ENSG00000122136.9,protein_coding,OBP2A
9,138453602,138458801,ENSG00000122133.10,protein_coding,PAEP
9,138466781,138478958,ENSG00000237339.1,lincRNA,RP11-98L5.2
9,138515502,138531386,ENSG00000204007.2,protein_coding,GLT6D1
9,138555168,138558268,ENSG00000148386.5,protein_coding,LCN9
9,138585253,138591374,ENSG00000165643.6,protein_coding,SOHLH1
9,138594031,138684992,ENSG00000107147.6,protein_coding,KCNT1
9,138700333,138799074,ENSG00000130559.14,protein_coding,CAMSAP1
9,138824815,138853226,ENSG00000130560.4,protein_coding,UBAC1
9,138898383,138987131,ENSG00000148411.3,protein_coding,NACC2
9,138999654,139001270,ENSG00000260193.1,lincRNA,RP11-83N9.5
9,139006427,139010731,ENSG00000238227.3,protein_coding,C9orf69
9,139088096,139096955,ENSG00000107187.9,protein_coding,LHX3
9,139098179,139137687,ENSG00000165661.10,protein_coding,QSOX2
9,139141824,139143051,ENSG00000232317.1,protein_coding,CR392000.1
9,139221932,139254057,ENSG00000160360.7,protein_coding,GPSM1
9,139253932,139258241,ENSG00000213221.4,protein_coding,DNLZ
9,139256355,139268133,ENSG00000187796.9,protein_coding,CARD9
9,139270029,139293249,ENSG00000165684.3,protein_coding,SNAPC4
9,139296377,139305061,ENSG00000165689.12,protein_coding,SDCCAG3
9,139305110,139318213,ENSG00000165688.7,protein_coding,PMPCA
9,139323071,139334274,ENSG00000148384.11,protein_coding,INPP5E
9,139334549,139372141,ENSG00000148396.12,protein_coding,SEC16A
9,139377947,139380518,ENSG00000196366.1,protein_coding,C9orf163
9,139388896,139440314,ENSG00000148400.9,protein_coding,NOTCH1
9,139553308,139567130,ENSG00000172889.10,protein_coding,EGFL7
9,139567595,139581875,ENSG00000169692.8,protein_coding,AGPAT2
9,139607022,139618502,ENSG00000165716.5,protein_coding,FAM69B
9,139632619,139642980,ENSG00000204003.3,protein_coding,LCN6
9,139632619,139637808,ENSG00000187922.9,protein_coding,LCN10
9,139648838,139652678,ENSG00000204001.5,protein_coding,LCN8
9,139654086,139660707,ENSG00000177984.6,protein_coding,LCN15
9,139685807,139695010,ENSG00000244187.2,protein_coding,TMEM141
9,139690790,139704494,ENSG00000213213.6,protein_coding,KIAA1984
9,139694818,139735639,ENSG00000196642.8,protein_coding,C9orf86
9,139738867,139741797,ENSG00000232434.1,protein_coding,C9orf172
9,139743176,139745488,ENSG00000054148.13,protein_coding,PHPT1
9,139745395,139755249,ENSG00000177943.8,protein_coding,MAMDC4
9,139756571,139760738,ENSG00000107223.8,protein_coding,EDF1
9,139776364,139821059,ENSG00000127191.11,protein_coding,TRAF2
9,139834887,139839148,ENSG00000159069.9,protein_coding,FBXW5
9,139839698,139841426,ENSG00000176919.7,protein_coding,C8G
9,139844003,139849949,ENSG00000184925.6,protein_coding,LCN12
9,139863695,139866442,ENSG00000198454.2,protein_coding,C9orf141
9,139871956,139879887,ENSG00000107317.7,protein_coding,PTGDS
9,139876356,139880862,ENSG00000214402.6,protein_coding,LCNL1
9,139886870,139888436,ENSG00000148362.6,protein_coding,C9orf142
9,139889087,139891255,ENSG00000169583.11,protein_coding,CLIC3
9,139901686,139923374,ENSG00000107331.10,protein_coding,ABCA2
9,139921916,139931234,ENSG00000180539.4,protein_coding,C9orf139
9,139924626,139927462,ENSG00000180549.7,protein_coding,FUT7
9,139933922,139940655,ENSG00000107281.5,protein_coding,NPDC1
9,139942550,139948497,ENSG00000054179.6,protein_coding,ENTPD2
9,139956581,139965040,ENSG00000186193.7,protein_coding,SAPCD2
9,139971953,139978991,ENSG00000197355.6,protein_coding,UAP1L1
9,139981379,140003635,ENSG00000177239.9,protein_coding,MAN1B1
9,140004994,140009629,ENSG00000176978.7,protein_coding,DPP7
9,140032842,140063207,ENSG00000176884.10,protein_coding,GRIN1
9,140063210,140064503,ENSG00000184709.7,protein_coding,LRRC26
9,140065310,140066861,ENSG00000185863.7,protein_coding,TMEM210
9,140069236,140082989,ENSG00000176248.6,protein_coding,ANAPC2
9,140083099,140084822,ENSG00000176101.7,protein_coding,SSNA1
9,140086069,140098645,ENSG00000176058.7,protein_coding,TPRN
9,140098534,140100090,ENSG00000187713.5,protein_coding,TMEM203
9,140100119,140113813,ENSG00000188566.6,protein_coding,NDOR1
9,140114707,140116033,ENSG00000212864.2,protein_coding,RNF208
9,140119087,140120763,ENSG00000197191.3,protein_coding,C9orf169
9,140122018,140124090,ENSG00000233198.2,protein_coding,RNF224
9,140125209,140131006,ENSG00000198569.5,protein_coding,SLC34A3
9,140135665,140138159,ENSG00000188229.4,protein_coding,TUBB4B
9,140138036,140142222,ENSG00000188163.6,protein_coding,FAM166A
9,140145713,140147934,ENSG00000197768.6,protein_coding,C9orf173
9,140149625,140167998,ENSG00000188986.4,protein_coding,COBRA1
9,140172201,140177093,ENSG00000198113.2,protein_coding,C9orf167
9,140194083,140196703,ENSG00000198435.2,protein_coding,NRARP
9,140201348,140317714,ENSG00000187609.10,protein_coding,EXD3
9,140317802,140328858,ENSG00000188747.4,protein_coding,NOXA1
9,140328816,140336268,ENSG00000188833.5,protein_coding,ENTPD8
9,140342022,140353786,ENSG00000165802.14,protein_coding,NELF
9,140354404,140444986,ENSG00000130653.9,protein_coding,PNPLA7
9,140445651,140447007,ENSG00000182154.7,protein_coding,MRPL41
9,140449356,140473387,ENSG00000148399.7,protein_coding,WDR85
9,140476531,140484942,ENSG00000165724.5,protein_coding,ZMYND19
9,140500106,140509812,ENSG00000197070.9,protein_coding,ARRDC1
9,140509784,140513358,ENSG00000203993.3,protein_coding,C9orf37
9,140513444,140764468,ENSG00000181090.12,protein_coding,EHMT1
9,140762377,140787022,ENSG00000203987.1,protein_coding,AL772363.1
9,140772241,141019076,ENSG00000148408.8,protein_coding,CACNA1B
9,141090383,141093775,ENSG00000237419.1,lincRNA,RP11-885N19.6
10,60001,60544,ENSG00000224285.1,lincRNA,RP11-631M21.1
10,92828,96053,ENSG00000173876.7,protein_coding,TUBB8
10,180405,300577,ENSG00000015171.13,protein_coding,ZMYND11
10,225953,295049,ENSG00000259741.1,protein_coding,AL589988.1
10,320130,735683,ENSG00000151240.9,protein_coding,DIP2C
10,695888,709947,ENSG00000180525.8,protein_coding,C10orf108
10,789932,790898,ENSG00000231601.1,lincRNA,RP11-164C1.2
10,855484,977564,ENSG00000107929.9,protein_coding,LARP4B
10,1017097,1034281,ENSG00000205740.1,protein_coding,AL359878.1
10,1034338,1065876,ENSG00000107937.13,protein_coding,GTPBP4
10,1064847,1071799,ENSG00000148377.5,protein_coding,IDI2
10,1085848,1095110,ENSG00000067064.6,protein_coding,IDI1
10,1095478,1178237,ENSG00000047056.10,protein_coding,WDR37
10,1228073,1779670,ENSG00000185736.11,protein_coding,ADARB2
10,2047667,2056542,ENSG00000234962.1,lincRNA,RP11-69C17.1
10,2114039,2123291,ENSG00000226694.1,lincRNA,RP11-69C17.2
10,2208526,2211654,ENSG00000227912.1,lincRNA,RP11-69C17.3
10,2211334,2218626,ENSG00000231326.1,lincRNA,RP11-69C17.4
10,2347277,2357269,ENSG00000234556.1,lincRNA,RP11-311B18.1
10,2488447,2489546,ENSG00000234170.1,lincRNA,RP11-446F3.2
10,2541913,2542762,ENSG00000237500.1,lincRNA,RP11-526P5.1
10,2543975,2609431,ENSG00000235281.1,lincRNA,RP11-526P5.2
10,3026556,3027331,ENSG00000225430.1,lincRNA,RP11-178D16.1
10,3052723,3055303,ENSG00000234182.1,lincRNA,RP11-118K6.2
10,3109712,3179904,ENSG00000067057.10,protein_coding,PFKP
10,3179920,3215003,ENSG00000107959.9,protein_coding,PITRM1
10,3247908,3248816,ENSG00000227575.1,lincRNA,RP11-298E9.4
10,3266008,3269599,ENSG00000236968.1,lincRNA,RP11-298E9.5
10,3282563,3299402,ENSG00000226762.1,lincRNA,RP11-298E9.6
10,3308195,3309207,ENSG00000227338.1,lincRNA,RP11-195B3.1
10,3529086,3545030,ENSG00000233321.1,lincRNA,RP11-482E14.1
10,3574286,3579223,ENSG00000236892.1,lincRNA,RP11-482E14.2
10,3818188,3827473,ENSG00000067082.9,protein_coding,KLF6
10,3876142,3876920,ENSG00000230573.1,lincRNA,RP11-464C19.2
10,3974896,3978004,ENSG00000226005.1,lincRNA,RP11-464C19.3
10,4067132,4070586,ENSG00000227101.1,lincRNA,RP11-433J20.2
10,4093918,4131205,ENSG00000236990.1,lincRNA,RP11-433J20.1
10,4277752,4285981,ENSG00000233117.1,lincRNA,RP11-67B16.1
10,4426438,4452804,ENSG00000224382.1,lincRNA,RP11-34C15.1
10,4457497,4468371,ENSG00000230096.1,lincRNA,RP11-34C15.2
10,4693009,4720346,ENSG00000231298.1,lincRNA,RP11-117P22.1
10,4697619,4704611,ENSG00000225269.2,lincRNA,RP11-117P22.2
10,4828820,4890254,ENSG00000165568.12,protein_coding,AKR1E2
10,4934796,5025475,ENSG00000187134.8,protein_coding,AKR1C1
10,5029967,5060207,ENSG00000151632.11,protein_coding,AKR1C2
10,5077549,5149878,ENSG00000196139.5,protein_coding,AKR1C3
10,5196335,5244449,ENSG00000196326.6,protein_coding,AKR1CL1
10,5237426,5260912,ENSG00000198610.4,protein_coding,AKR1C4
10,5276321,5305165,ENSG00000231039.1,lincRNA,RP11-445P17.3
10,5307996,5313199,ENSG00000224034.1,lincRNA,RP11-445P17.8
10,5406972,5416169,ENSG00000178473.5,protein_coding,UCN3
10,5435061,5446793,ENSG00000178462.7,protein_coding,TUBAL3
10,5454514,5500426,ENSG00000173848.13,protein_coding,NET1
10,5540658,5541533,ENSG00000178372.6,protein_coding,CALML5
10,5566924,5568225,ENSG00000178363.3,protein_coding,CALML3
10,5636954,5638081,ENSG00000242147.1,lincRNA,RP13-463N16.6
10,5650438,5652756,ENSG00000231483.1,lincRNA,RP11-336A10.5
10,5658825,5660124,ENSG00000228951.1,lincRNA,RP11-336A10.4
10,5680830,5708768,ENSG00000196372.7,protein_coding,ASB13
10,5726801,5805703,ENSG00000108021.13,protein_coding,FAM208B
10,5807186,5884095,ENSG00000057608.10,protein_coding,GDI2
10,5903689,5931869,ENSG00000134461.9,protein_coding,ANKRD16
10,5931535,5979556,ENSG00000134452.12,protein_coding,FBXO18
10,5991038,6020150,ENSG00000134470.12,protein_coding,IL15RA
10,6052652,6104333,ENSG00000134460.9,protein_coding,IL2RA
10,6130949,6159420,ENSG00000134453.9,protein_coding,RBM17
10,6186881,6277495,ENSG00000170525.12,protein_coding,PFKFB3
10,6319650,6377938,ENSG00000215244.1,protein_coding,AL137145.2
10,6392278,6394723,ENSG00000212743.1,protein_coding,AL137145.1
10,6469105,6622263,ENSG00000065675.9,protein_coding,PRKCQ
10,6622381,6627641,ENSG00000237943.1,lincRNA,RP11-5N23.2
10,6628186,6628882,ENSG00000259812.1,lincRNA,RP11-5N23.3
10,6660678,6667308,ENSG00000225948.1,lincRNA,RP11-554I8.1
10,6779344,6780988,ENSG00000223784.1,lincRNA,RP11-554I8.2
10,6821560,6884868,ENSG00000238266.1,lincRNA,RP11-799O21.1
10,6933419,6962434,ENSG00000234248.1,lincRNA,RP11-799O21.2
10,7139114,7139637,ENSG00000223581.1,lincRNA,RP11-393K12.2
10,7200586,7453450,ENSG00000198879.6,protein_coding,SFMBT2
10,7487520,7513904,ENSG00000232591.1,lincRNA,RP5-1031D4.2
10,7601232,7708961,ENSG00000123243.10,protein_coding,ITIH5
10,7745232,7791483,ENSG00000151655.12,protein_coding,ITIH2
10,7795188,7829990,ENSG00000151657.6,protein_coding,KIN
10,7830092,7849778,ENSG00000165629.14,protein_coding,ATP5C1
10,7860467,8058590,ENSG00000165632.6,protein_coding,TAF3
10,8092413,8095447,ENSG00000197308.4,lincRNA,RP11-379F12.7
10,8093504,8095047,ENSG00000232638.1,lincRNA,RP11-379F12.4
10,8094205,8095412,ENSG00000243350.1,lincRNA,RP11-379F12.3
10,8095567,8117161,ENSG00000107485.10,protein_coding,GATA3
10,8301294,8310268,ENSG00000232170.1,lincRNA,GS1-756B1.2
10,8340860,8343630,ENSG00000226861.1,lincRNA,RP5-1119O21.2
10,8442823,8503826,ENSG00000226990.1,lincRNA,RP11-543F8.2
10,8939952,8956559,ENSG00000234752.1,lincRNA,RP11-428L9.1
10,9012088,9015431,ENSG00000223808.1,lincRNA,RP11-428L9.2
10,9317796,9329020,ENSG00000230014.1,lincRNA,RP4-660B20.1
10,9800746,9801200,ENSG00000228636.1,lincRNA,RP5-1051H14.2
10,10100685,10105465,ENSG00000224788.1,lincRNA,RP5-933E2.1
10,10407143,10408450,ENSG00000234306.1,lincRNA,RP11-271F18.1
10,10477912,10504248,ENSG00000227823.1,lincRNA,RP11-271F18.2
10,10826402,10836943,ENSG00000225383.1,lincRNA,SFTA1P
10,10976903,10994115,ENSG00000229240.1,lincRNA,RP1-251M9.1
10,11002114,11012779,ENSG00000231496.1,lincRNA,RP1-251M9.2
10,11047259,11378666,ENSG00000048740.10,protein_coding,CELF2
10,11358797,11361847,ENSG00000181800.5,protein_coding,C10orf31
10,11502509,11653753,ENSG00000148429.7,protein_coding,USP6NL
10,11784365,11806069,ENSG00000134463.10,protein_coding,ECHDC3
10,11865338,11914276,ENSG00000148426.6,protein_coding,C10orf47
10,11962021,12085169,ENSG00000151461.13,protein_coding,UPF2
10,12110971,12165224,ENSG00000181192.7,protein_coding,DHTKD1
10,12171636,12211960,ENSG00000065665.15,protein_coding,SEC61A2
10,12207324,12238143,ENSG00000165609.7,protein_coding,NUDT5
10,12237964,12292588,ENSG00000151465.7,protein_coding,CDC123
10,12391481,12877545,ENSG00000183049.8,protein_coding,CAMK1D
10,12938627,13141652,ENSG00000151468.9,protein_coding,CCDC3
10,13141449,13180291,ENSG00000123240.10,protein_coding,OPTN
10,13203554,13253104,ENSG00000065328.11,protein_coding,MCM10
10,13263767,13276331,ENSG00000165623.4,protein_coding,UCMA
10,13319796,13344412,ENSG00000107537.9,protein_coding,PHYH
10,13350145,13350447,ENSG00000226209.1,protein_coding,AL138764.1
10,13359424,13390297,ENSG00000086475.9,protein_coding,SEPHS1
10,13480484,13570974,ENSG00000165626.11,protein_coding,BEND7
10,13628927,13672868,ENSG00000165630.8,protein_coding,PRPF18
10,13685706,14504141,ENSG00000151474.13,protein_coding,FRMD4A
10,14560556,14816896,ENSG00000065809.8,protein_coding,FAM107B
10,14861249,14880574,ENSG00000185267.5,protein_coding,CDNF
10,14880163,14913740,ENSG00000187522.8,protein_coding,HSPA14
10,14920819,14946314,ENSG00000152455.11,protein_coding,SUV39H2
10,14939358,14996431,ENSG00000152457.13,protein_coding,DCLRE1C
10,15001438,15030049,ENSG00000197889.4,protein_coding,MEIG1
10,15074226,15115851,ENSG00000152463.10,protein_coding,OLAH
10,15119522,15130775,ENSG00000176244.6,protein_coding,ACBD7
10,15137384,15139318,ENSG00000176236.4,protein_coding,C10orf111
10,15139179,15148129,ENSG00000152464.8,protein_coding,RPP38
10,15144583,15210692,ENSG00000152465.11,protein_coding,NMT2
10,15253642,15413061,ENSG00000148468.11,protein_coding,FAM171A1
10,15555948,15762124,ENSG00000077943.6,protein_coding,ITGA8
10,15820169,15902519,ENSG00000148481.8,protein_coding,FAM188A
10,16320700,16337857,ENSG00000226140.1,lincRNA,RP11-461K13.1
10,16478964,16555736,ENSG00000165983.9,protein_coding,PTER
10,16555742,16564004,ENSG00000165985.7,protein_coding,C1QL3
10,16632610,16859527,ENSG00000148484.12,protein_coding,RSU1
10,16865963,17171830,ENSG00000107611.9,protein_coding,CUBN
10,17184253,17244053,ENSG00000107614.16,protein_coding,TRDMT1
10,17270258,17279592,ENSG00000026025.8,protein_coding,VIM
10,17360382,17496386,ENSG00000148488.9,protein_coding,ST8SIA6
10,17631958,17659376,ENSG00000165996.8,protein_coding,PTPLA
10,17686124,17757913,ENSG00000136738.8,protein_coding,STAM
10,17794251,17842867,ENSG00000148483.7,protein_coding,TMEM236
10,17851362,17953178,ENSG00000183748.4,protein_coding,MRC1L1
10,18041218,18089855,ENSG00000184040.7,protein_coding,FAM23B
10,18098352,18200091,ENSG00000120586.4,protein_coding,MRC1
10,18240768,18332221,ENSG00000148482.6,protein_coding,SLC39A12
10,18429606,18830798,ENSG00000165995.14,protein_coding,CACNB2
10,18834490,18940551,ENSG00000241058.1,protein_coding,NSUN6
10,18948334,18970568,ENSG00000165997.4,protein_coding,ARL5B
10,19035362,19036782,ENSG00000234244.1,lincRNA,RP11-139J15.5
10,19492779,20079330,ENSG00000204740.5,protein_coding,C10orf112
10,20105168,20569286,ENSG00000120594.9,protein_coding,PLXDC2
10,21068902,21463116,ENSG00000078114.13,protein_coding,NEBL
10,21414692,21435488,ENSG00000204683.6,protein_coding,C10orf113
10,21629162,21661879,ENSG00000230109.1,lincRNA,RP11-275N1.1
10,21781587,21786191,ENSG00000204682.5,protein_coding,C10orf114
10,21802407,21814611,ENSG00000180592.12,protein_coding,C10orf140
10,21823094,22032559,ENSG00000078403.11,protein_coding,MLLT10
10,22045466,22292698,ENSG00000136770.6,protein_coding,DNAJC1
10,22507003,22510097,ENSG00000260205.1,lincRNA,RP11-108B14.5
10,22546715,22547477,ENSG00000261671.1,lincRNA,RP11-573G6.6
10,22604903,22609235,ENSG00000148444.9,protein_coding,COMMD3
10,22605381,22620413,ENSG00000168283.7,protein_coding,BMI1
10,22634399,22743153,ENSG00000077327.9,protein_coding,SPAG6
10,22823778,23003503,ENSG00000150867.7,protein_coding,PIP4K2A
10,23216953,23326518,ENSG00000165309.8,protein_coding,ARMC3
10,23384435,23410942,ENSG00000148450.8,protein_coding,MSRB2
10,23481256,23483181,ENSG00000168267.5,protein_coding,PTF1A
10,23492745,23539610,ENSG00000204566.5,protein_coding,C10orf115
10,23556124,23633774,ENSG00000179133.7,protein_coding,C10orf67
10,23728198,23731308,ENSG00000165312.5,protein_coding,OTUD1
10,23983675,24836772,ENSG00000120549.10,protein_coding,KIAA1217
10,24536208,24540350,ENSG00000228508.1,lincRNA,RP11-183E9.3
10,24872538,25012597,ENSG00000107863.10,protein_coding,ARHGAP21
10,25137554,25241533,ENSG00000099256.12,protein_coding,PRTFDC1
10,25270908,25305085,ENSG00000151023.10,protein_coding,ENKUR
10,25305587,25315593,ENSG00000185875.8,protein_coding,THNSL1
10,25401987,25406286,ENSG00000231422.1,lincRNA,RP11-80K21.3
10,25447001,25465205,ENSG00000233642.1,lincRNA,RP11-80K21.1
10,25463991,25891155,ENSG00000151025.8,protein_coding,GPR158
10,25940704,25971574,ENSG00000228690.1,lincRNA,RP11-307B23.1
10,26223196,26501456,ENSG00000095777.10,protein_coding,MYO3A
10,26505236,26593487,ENSG00000136750.7,protein_coding,GAD2
10,26726706,26856732,ENSG00000077420.9,protein_coding,APBB1IP
10,26866605,26868236,ENSG00000236894.1,lincRNA,RP11-128B16.3
10,26878794,26883253,ENSG00000233261.1,lincRNA,LINC00264
10,26932098,26942383,ENSG00000231976.3,lincRNA,RP13-16H11.1
10,26932157,26933945,ENSG00000234296.1,lincRNA,RP13-16H11.7
10,26986588,27035727,ENSG00000148459.10,protein_coding,PDSS1
10,27035522,27150016,ENSG00000136754.12,protein_coding,ABI1
10,27220135,27230930,ENSG00000232224.1,lincRNA,LINC00202
10,27232252,27233347,ENSG00000236983.1,lincRNA,C10orf52
10,27280843,27389421,ENSG00000107890.12,protein_coding,ANKRD26
10,27399383,27444195,ENSG00000136758.12,protein_coding,YME1L1
10,27443753,27475848,ENSG00000120539.9,protein_coding,MASTL
10,27484144,27531068,ENSG00000107897.13,protein_coding,ACBD5
10,27532059,27539733,ENSG00000262412.1,lincRNA,RP11-85G18.6
10,27632365,27633846,ENSG00000260151.1,lincRNA,RP11-748L13.6
10,27687116,27703297,ENSG00000182077.6,protein_coding,PTCHD3
10,27793197,27831143,ENSG00000099246.10,protein_coding,RAB18
10,27961803,28034989,ENSG00000150051.8,protein_coding,MKX
10,28064115,28287977,ENSG00000169126.10,protein_coding,ARMC4
10,28339922,28591995,ENSG00000150054.12,protein_coding,MPP7
10,28721937,28784742,ENSG00000237128.1,lincRNA,RP11-351M16.3
10,28821422,28909928,ENSG00000095787.14,protein_coding,WAC
10,28966271,28971868,ENSG00000095739.6,protein_coding,BAMBI
10,29032674,29033592,ENSG00000236716.1,lincRNA,RP11-478H13.1
10,29078117,29085042,ENSG00000235824.1,lincRNA,RP11-478H13.2
10,29095876,29097148,ENSG00000232624.1,lincRNA,RP11-478H13.3
10,29135337,29170827,ENSG00000204365.2,protein_coding,C10orf126
10,29577990,29607257,ENSG00000120563.4,protein_coding,LYZL1
10,29746267,30025710,ENSG00000197321.8,protein_coding,SVIL
10,30301729,30404423,ENSG00000165757.7,protein_coding,KIAA1462
10,30569015,30569839,ENSG00000227955.1,lincRNA,RP11-305E6.1
10,30598730,30663377,ENSG00000107951.7,protein_coding,MTPAP
10,30722866,30750762,ENSG00000107968.4,protein_coding,MAP3K8
10,30842783,30843412,ENSG00000228800.1,lincRNA,RP11-253D19.1
10,30865628,30869111,ENSG00000230298.1,lincRNA,RP11-253D19.2
10,30895152,30918691,ENSG00000151033.6,protein_coding,LYZL2
10,30944418,30946464,ENSG00000230998.1,lincRNA,RP11-14C22.3
10,31012180,31012669,ENSG00000230720.1,lincRNA,RP11-14C22.6
10,31133563,31320866,ENSG00000183621.9,protein_coding,ZNF438
10,31607424,31821599,ENSG00000148516.15,protein_coding,ZEB1
10,31650356,31652937,ENSG00000196960.2,protein_coding,AL117340.1
10,31893528,31895146,ENSG00000223834.2,lincRNA,RP11-472N13.2
10,31982012,31996316,ENSG00000237797.1,lincRNA,RP11-472N13.3
10,32094365,32217742,ENSG00000165322.12,protein_coding,ARHGAP12
10,32297938,32345359,ENSG00000170759.10,protein_coding,KIF5B
10,32556679,32667726,ENSG00000120616.11,protein_coding,EPC1
10,32735041,32863501,ENSG00000216937.5,protein_coding,CCDC7
10,32832297,33171802,ENSG00000150076.16,protein_coding,C10orf68
10,33189247,33294720,ENSG00000150093.13,protein_coding,ITGB1
10,33247773,33371030,ENSG00000229656.2,lincRNA,RP11-462L8.1
10,33385185,33405600,ENSG00000233387.1,lincRNA,RP11-342D11.3
10,33466420,33625190,ENSG00000099250.10,protein_coding,NRP1
10,33867859,33888968,ENSG00000226412.1,lincRNA,RP11-476F14.1
10,33973683,33975992,ENSG00000203565.2,lincRNA,RP13-259N13.2
10,34048641,34061586,ENSG00000261683.1,lincRNA,RP11-359J23.1
10,34198166,34206732,ENSG00000223470.1,lincRNA,RP11-490O24.2
10,34398488,35104253,ENSG00000148498.11,protein_coding,PARD3
10,35297479,35379570,ENSG00000108094.9,protein_coding,CUL2
10,35415719,35501886,ENSG00000095794.14,protein_coding,CREM
10,35508822,35519526,ENSG00000233200.1,lincRNA,RP11-324I22.2
10,35535953,35860852,ENSG00000108100.12,protein_coding,CCNY
10,35894338,35897863,ENSG00000177291.3,protein_coding,GJD4
10,35927177,35930362,ENSG00000177283.4,protein_coding,FZD8
10,36185802,36187891,ENSG00000227313.1,lincRNA,RP11-309N24.1
10,36378014,36378317,ENSG00000227475.1,lincRNA,RP11-810B23.1
10,36727544,36731320,ENSG00000237002.1,lincRNA,RP11-92J19.3
10,36810649,36813162,ENSG00000229644.4,protein_coding,NAMPTL
10,37229037,37232860,ENSG00000238176.1,lincRNA,RP11-322I2.1
10,37414785,37521495,ENSG00000148513.12,protein_coding,ANKRD30A
10,37529815,37530977,ENSG00000234918.1,lincRNA,RP11-20F24.2
10,37890366,37891859,ENSG00000256892.1,protein_coding,MTRNR2L7
10,38064299,38073059,ENSG00000226578.1,lincRNA,RP11-258F22.1
10,38080508,38080865,ENSG00000260137.1,lincRNA,RP11-258F22.2
10,38091751,38147034,ENSG00000198105.7,protein_coding,ZNF248
10,38238500,38265561,ENSG00000175395.10,protein_coding,ZNF25
10,38265753,38281395,ENSG00000226447.1,lincRNA,RP11-393J16.4
10,38299578,38356282,ENSG00000189180.9,protein_coding,ZNF33A
10,38383264,38412276,ENSG00000075407.11,protein_coding,ZNF37A
10,38453576,38466958,ENSG00000241125.1,lincRNA,RP11-508N22.9
10,38464596,38501285,ENSG00000224761.2,lincRNA,RP11-508N22.8
10,38536850,38622083,ENSG00000226113.1,lincRNA,RP11-672F9.1
10,38671951,38691844,ENSG00000120555.7,protein_coding,SEPT7L
10,38742109,38755311,ENSG00000203496.3,lincRNA,RP11-291L22.4
10,42903616,42970797,ENSG00000182632.8,protein_coding,CCNYL2
10,42970991,42990784,ENSG00000185904.6,lincRNA,RP11-178A10.1
10,43069633,43134018,ENSG00000196693.8,protein_coding,ZNF33B
10,43169645,43187171,ENSG00000233515.1,lincRNA,AL022344.4
10,43191483,43201901,ENSG00000234864.1,lincRNA,AL022344.5
10,43246626,43247593,ENSG00000259869.1,lincRNA,AL022344.7
10,43278249,43326856,ENSG00000165733.6,protein_coding,BMS1
10,43366969,43369508,ENSG00000234944.1,lincRNA,RP11-124O11.1
10,43474465,43476955,ENSG00000229630.1,lincRNA,RP11-124O11.2
10,43572475,43625799,ENSG00000165731.11,protein_coding,RET
10,43633934,43680756,ENSG00000169826.6,protein_coding,CSGALNACT2
10,43689983,43762367,ENSG00000198915.7,protein_coding,RASGEF1A
10,43819113,43823380,ENSG00000224265.1,lincRNA,RP11-168L22.2
